1.6005 -9.09045e-09 0.000248 1.00002e-08
1.61006 1.55493e-08 0.0002495 1.00002e-08
1.62008 1.334e-08 0.000251 1.00003e-08
1.62986 -2.21691e-09 0.0002525 1.00005e-08
1.63983 -5.15529e-09 0.000254 1.00006e-08
1.65064 2.61675e-08 0.0002555 1.00009e-08
1.65999 6.09693e-09 0.000257 1.00012e-08
1.67019 1.03742e-08 0.0002585 1.00017e-08
1.67995 -8.29473e-10 0.00026 1.00023e-08
1.68971 1.26923e-08 0.0002615 1.00033e-08
1.69985 1.64654e-08 0.000263 1.00045e-08
1.70984 1.44451e-08 0.0002645 1.00063e-08
1.72008 3.24544e-08 0.000266 1.00087e-08
1.72998 3.66054e-08 0.0002675 1.0012e-08
1.7401 5.75908e-08 0.000269 1.00167e-08
1.74983 7.94048e-08 0.0002705 1.00231e-08
1.75978 1.19185e-07 0.000272 1.0032e-08
1.77016 1.48314e-07 0.0002735 1.00443e-08
1.77987 2.14524e-07 0.000275 1.00614e-08
1.78962 2.8471e-07 0.0002765 1.00851e-08
1.80032 3.94773e-07 0.000278 1.0118e-08
1.8098 5.58995e-07 0.0002795 1.01635e-08
1.81946 7.59761e-07 0.000281 1.02266e-08
1.83 1.06249e-06 0.0002825 1.0314e-08
1.83968 1.4485e-06 0.000284 1.04352e-08
1.8498 2.01392e-06 0.0002855 1.0603e-08
1.85974 2.78413e-06 0.000287 1.08356e-08
1.87021 3.864e-06 0.0002885 1.1158e-08
1.88017 5.3447e-06 0.00029 1.16047e-08
1.89015 7.42174e-06 0.0002915 1.22238e-08
1.90022 1.02887e-05 0.000293 1.30816e-08
1.90993 1.4245e-05 0.0002945 1.42704e-08
1.92049 1.9727e-05 0.000296 1.59177e-08
1.92995 2.73252e-05 0.0002975 1.82006e-08
1.93956 3.78716e-05 0.000299 2.1364e-08
1.94996 5.24667e-05 0.0003005 2.57478e-08
1.9601 7.26847e-05 0.000302 3.18227e-08
1.96955 0.000100821 0.0003035 4.02411e-08
1.97969 0.000139689 0.000305 5.19069e-08
1.98962 0.000193526 0.0003065 6.80729e-08
2.00028 0.000268424 0.000308 9.04752e-08
2.00984 0.000371854 0.0003615 1.21519e-07
2.01979 0.000515253 0.000363 1.64539e-07
2.03007 0.000714404 0.0003645 2.24154e-07
2.03925 0.000989404 0.000366 3.06767e-07
2.04987 0.00137137 0.0003675 4.21248e-07
2.06033 0.00189945 0.000369 5.79891e-07
2.06941 0.00263308 0.0003705 6.26489e-07
2.07956 0.00364846 0.000372 8.29587e-07
2.08969 0.00505624 0.0003735 1.11103e-06
2.0999 0.00700521 0.000375 1.50105e-06
2.10977 0.00970649 0.0003765 2.04152e-06
2.11938 0.0134512 0.000378 2.79048e-06
2.13005 0.0186427 0.0003795 3.82837e-06
2.13991 0.0258443 0.000381 1.43333e-05
2.14977 0.0358005 0.0003825 1.83194e-05
2.15932 0.0496082 0.000384 2.38433e-05
2.16973 0.0687331 0.0003855 3.14981e-05
2.18059 0.0951932 0.000387 4.21057e-05
2.18966 0.131958 0.0003885 5.68054e-05
2.20036 0.182779 0.00039 7.71757e-05
2.20961 0.253566 0.0003915 9.2053e-05
2.21943 0.351342 0.000393 0.000121391
2.23049 0.486651 0.0003945 0.000162047
2.24061 0.674446 0.000396 0.000218386
